Position,code,recommendations,country,theme_code,description
Noted,186.59.," Set up a national institution in line with the Paris Principles and ensure a climate that is favourable to the activities of human rights defenders, journalists and other civil society actors ",Tunisia,A5,"Human rights education, trainings and awareness raising"
Noted,186.59.," Set up a national institution in line with the Paris Principles and ensure a climate that is favourable to the activities of human rights defenders, journalists and other civil society actors ",Tunisia,A61,Cooperation with civil societyAffected persons:- general- media- human rights defenders
Supported,186.198.,Undertake further efforts to promote the tasks of all government departments that provide public services (Bolivia ),Bolivia (Plurinational S tate of,A47,Good governanceAffected persons:- general
Supported,186.168.,Expand channels and mechanism of direct dialogue between the Government and the population ,Russian Federation,A47,Good governance
Supported,186.168.,Expand channels and mechanism of direct dialogue between the Government and the population ,Russian Federation,A61,Cooperation with civil societyAffected persons:- general
Supported,186.40.,Intensify greatly the numerous measures taken in this sector of human rights education ,Burundi,A51,Human rights education - generalAffected persons:- general
Supported,186.44.,Strengthen human rights education with a view of enhancing human rights awareness ,Seychelles,A51,Human rights education - generalAffected persons:- general
Supported,186.45.,Integrate human rights knowledge into relevant courses and the legal education curriculum ,State of Palestine,A51,Human rights education - generalAffected persons:- general
Supported,186.43.,Share its experience on human rights education with countries requesting such need ,Democratic Republic of the Congo,A51,Human rights education - general
Supported,186.43.,Share its experience on human rights education with countries requesting such need ,Democratic Republic of the Congo,A3,Inter-State cooperation & development assistanceAffected persons:- general
Supported,186.39.,"Maintain human rights education as a basic part of its National Human Rights Action Plans, including the relevant training of law enforcement agents, public servants and youth ",Cyprus,A51,Human rights education - general
Supported,186.39.,"Maintain human rights education as a basic part of its National Human Rights Action Plans, including the relevant training of law enforcement agents, public servants and youth ",Cyprus,A53,Professional training in human rights
Supported,186.39.,"Maintain human rights education as a basic part of its National Human Rights Action Plans, including the relevant training of law enforcement agents, public servants and youth ",Cyprus,A46,National Plans of Action on Human Rights (or specific areas)Affected persons:- general- law enforcement / police officials- public officials- youth
Supported,186.41.,"Continue human rights training for local officials, police commissioners, wardens and directors of Judicial Bureaus (Iran )",Iran (Islamic Republic of,A53,"Professional training in human rightsAffected persons:- general- judges, lawyers and prosecutors- law enforcement / police officials- prison officials"
Supported,186.42.,Human rights education which includes training programmes for civil servants to promote human rights policy and mainstream it in various areas ,Bahrain,A53,Professional training in human rightsAffected persons:- public officials
Supported,186.46.,Keep up its efforts in raising awareness among law enforcement officers and security personnel throughout the country ,Thailand,A53,Professional training in human rightsAffected persons:- law enforcement / police officials
Supported,186.48.,Include human rights education in training program me for the government officials ,Uzbekistan,A53,Professional training in human rightsAffected persons:- public officials
Supported,186.47.,Continue the human rights awareness and training of the population ,Togo,A54,Awareness raising and disseminationAffected persons:- general
Supported,186.148.,"Intensify efforts to facilitate the participation of NGOs, academic institutions and the media in safeguarding human rights ",Nigeria,A61,Cooperation with civil society
Supported,186.148.,"Intensify efforts to facilitate the participation of NGOs, academic institutions and the media in safeguarding human rights ",Nigeria,D43,Freedom of opinion and expressionAffected persons:- media
Supported,186.85.,Inscribe the legal definition of discrimination in Chinese laws as a means to enhance Chinese efforts in this regard  ,Portugal,B31,Equality & non-discrimination
Supported,186.85.,Inscribe the legal definition of discrimination in Chinese laws as a means to enhance Chinese efforts in this regard  ,Portugal,A41,Constitutional and legislative frameworkAffected persons:- general
Supported,186.89.,"Establish anti-discrimination laws and regulations to ensure that lesbian, gay, bisexual and transgender persons enjoy equal treatment, including at schools and in the workplace ",Ireland,B31,Equality & non-discrimination
Supported,186.89.,"Establish anti-discrimination laws and regulations to ensure that lesbian, gay, bisexual and transgender persons enjoy equal treatment, including at schools and in the workplace ",Ireland,A41,Constitutional and legislative framework
Supported,186.89.,"Establish anti-discrimination laws and regulations to ensure that lesbian, gay, bisexual and transgender persons enjoy equal treatment, including at schools and in the workplace ",Ireland,E32,Right to just and favourable conditions of work
Supported,186.89.,"Establish anti-discrimination laws and regulations to ensure that lesbian, gay, bisexual and transgender persons enjoy equal treatment, including at schools and in the workplace ",Ireland,G2,"Lesbian, gay, bisexual and transgender and intersex persons (LGBTI)"
Supported,186.89.,"Establish anti-discrimination laws and regulations to ensure that lesbian, gay, bisexual and transgender persons enjoy equal treatment, including at schools and in the workplace ",Ireland,E51,"Right to education - GeneralAffected persons:- lesbian, gay, bisexual, transgender and intersex persons (LGBTI)"
Supported,186.74.,Pursue its policies in favour of the vulnerable strata of society ,Togo,B31,Equality & non-discrimination
Supported,186.74.,Pursue its policies in favour of the vulnerable strata of society ,Togo,E25,Human rights & povertyAffected persons:- general- persons living in poverty
Supported,186.75.,Continue to strengthen its efforts to protect the rights of vulnerable groups with a particular focus on narrowing the gaps between the different regions ,Bhutan,B31,Equality & non-discrimination
Supported,186.75.,Continue to strengthen its efforts to protect the rights of vulnerable groups with a particular focus on narrowing the gaps between the different regions ,Bhutan,E25,Human rights & poverty
Supported,186.75.,Continue to strengthen its efforts to protect the rights of vulnerable groups with a particular focus on narrowing the gaps between the different regions ,Bhutan,B41,Right to development
Supported,186.75.,Continue to strengthen its efforts to protect the rights of vulnerable groups with a particular focus on narrowing the gaps between the different regions ,Bhutan,G1,"Members of minoritiesAffected persons:- general- persons living in poverty- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.76.,Continue the efforts aimed at fighting against poverty and discrimination of the most vulnerable groups ,Ecuador,B31,Equality & non-discrimination
Supported,186.76.,Continue the efforts aimed at fighting against poverty and discrimination of the most vulnerable groups ,Ecuador,E25,Human rights & poverty
Supported,186.76.,Continue the efforts aimed at fighting against poverty and discrimination of the most vulnerable groups ,Ecuador,E21,Right to an adequate standard of living - generalAffected persons:- general- persons living in poverty
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,B31,Equality & non-discrimination
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,E31,Right to work
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,D46,"Right to private life, privacy"
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,B32,Racial discrimination
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,A41,Constitutional and legislative framework
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,E32,Right to just and favourable conditions of work
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,A12,Acceptance of international norms
Supported,186.90.,"Include a prohibition of discrimination of any kind, including discrimination based on sexual orientation and gender identity, ethnicity, religion and infection with HIV, in labour and employment law in line with international standards ",Netherlands,G1,Members of minorities
Supported,186.84,"Fully protect the legitimate rights and interests of ethnic minorities, women, children, the elderly and disabled persons ",Central African Republic,B31,Equality & non-discrimination
Supported,186.84,"Fully protect the legitimate rights and interests of ethnic minorities, women, children, the elderly and disabled persons ",Central African Republic,F4,Persons with disabilities
Supported,186.84,"Fully protect the legitimate rights and interests of ethnic minorities, women, children, the elderly and disabled persons ",Central African Republic,F31,Children: definition; general principles; protection
Supported,186.84,"Fully protect the legitimate rights and interests of ethnic minorities, women, children, the elderly and disabled persons ",Central African Republic,G1,Members of minorities
Supported,186.84,"Fully protect the legitimate rights and interests of ethnic minorities, women, children, the elderly and disabled persons ",Central African Republic,F12,Discrimination against women
Supported,186.84,"Fully protect the legitimate rights and interests of ethnic minorities, women, children, the elderly and disabled persons ",Central African Republic,G9,"Older personsAffected persons:- women- children- minorities/ racial, ethnic, linguistic, religious or descent-based groups- persons with disabilities- older persons"
Supported,186.174.,Increase its effort to address the issues of rural and urban migrant workers and their families in a more effective way (Iran ),Iran (Islamic Republic of,B31,Equality & non-discrimination
Supported,186.174.,Increase its effort to address the issues of rural and urban migrant workers and their families in a more effective way (Iran ),Iran (Islamic Republic of,G4,Migrants
Supported,186.174.,Increase its effort to address the issues of rural and urban migrant workers and their families in a more effective way (Iran ),Iran (Islamic Republic of,B41,Right to development
Supported,186.174.,Increase its effort to address the issues of rural and urban migrant workers and their families in a more effective way (Iran ),Iran (Islamic Republic of,H4,Persons living in rural areasAffected persons:- migrants- persons living in rural areas
Supported,186.175.,Strengthen efforts to promote and protect the rights of people living in rural areas and the situation of rural migrant workers ,State of Palestine,B31,Equality & non-discrimination
Supported,186.175.,Strengthen efforts to promote and protect the rights of people living in rural areas and the situation of rural migrant workers ,State of Palestine,G4,Migrants
Supported,186.175.,Strengthen efforts to promote and protect the rights of people living in rural areas and the situation of rural migrant workers ,State of Palestine,B41,Right to development
Supported,186.175.,Strengthen efforts to promote and protect the rights of people living in rural areas and the situation of rural migrant workers ,State of Palestine,H4,Persons living in rural areasAffected persons:- migrants- persons living in rural areas
Supported,186.244.,Continue promoting the right to development ,Namibia,B41,Right to developmentAffected persons:- general
Supported,186.247.,Strengthen the actions aimed at guaranteeing the enjoyment of the most fundamental rights and the access to the basic infrastructures in the most remote areas ,Côte d’Ivoire,B41,Right to development
Supported,186.247.,Strengthen the actions aimed at guaranteeing the enjoyment of the most fundamental rights and the access to the basic infrastructures in the most remote areas ,Côte d’Ivoire,B31,Equality & non-discrimination
Supported,186.247.,Strengthen the actions aimed at guaranteeing the enjoyment of the most fundamental rights and the access to the basic infrastructures in the most remote areas ,Côte d’Ivoire,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.247.,Strengthen the actions aimed at guaranteeing the enjoyment of the most fundamental rights and the access to the basic infrastructures in the most remote areas ,Côte d’Ivoire,E21,Right to an adequate standard of living - generalAffected persons:- general
Supported,186.193.,"Continue its activities in bridging the gap in economic and social development between rural and urban areas and among geographical regions, as well as its efforts to eradicate poverty through the implementation of alleviation projects and the employment strategy ",Serbia,B41,Right to development
Supported,186.193.,"Continue its activities in bridging the gap in economic and social development between rural and urban areas and among geographical regions, as well as its efforts to eradicate poverty through the implementation of alleviation projects and the employment strategy ",Serbia,B31,Equality & non-discrimination
Supported,186.193.,"Continue its activities in bridging the gap in economic and social development between rural and urban areas and among geographical regions, as well as its efforts to eradicate poverty through the implementation of alleviation projects and the employment strategy ",Serbia,E25,Human rights & poverty
Supported,186.193.,"Continue its activities in bridging the gap in economic and social development between rural and urban areas and among geographical regions, as well as its efforts to eradicate poverty through the implementation of alleviation projects and the employment strategy ",Serbia,E31,Right to work
Supported,186.193.,"Continue its activities in bridging the gap in economic and social development between rural and urban areas and among geographical regions, as well as its efforts to eradicate poverty through the implementation of alleviation projects and the employment strategy ",Serbia,E21,Right to an adequate standard of living - generalAffected persons:- general- persons living in poverty
Supported,186.227.,Continue promoting economic development in all regions and strengthening their self-development capacity ,Nepal,B41,Right to development
Supported,186.227.,Continue promoting economic development in all regions and strengthening their self-development capacity ,Nepal,E1,"Economic, social & cultural rights - general measures of implementationAffected persons:- general"
Supported,186.245.,Give priority to the right of people to development and to continue efforts to uplift the standard of living of the people in the framework of China ’s efforts to protect an d promote human rights ,Yemen,B41,Right to development
Supported,186.245.,Give priority to the right of people to development and to continue efforts to uplift the standard of living of the people in the framework of China ’s efforts to protect an d promote human rights ,Yemen,E21,Right to an adequate standard of living - generalAffected persons:- general
Supported,186.246.,Continue efforts in environmental protection and in improving living conditions ,Belarus,B41,Right to development
Supported,186.246.,Continue efforts in environmental protection and in improving living conditions ,Belarus,E21,Right to an adequate standard of living - general
Supported,186.246.,Continue efforts in environmental protection and in improving living conditions ,Belarus,B71,Human rights and the environmentAffected persons:- general
Supported,186.239.,"Continue to counter the East Turkistan terrorist organizations to prevent their violent activities, and assist the ordinary people being deceived and victimized by these organizations to resume their normal lives ",Pakistan,B8,Human rights & counter-terrorism
Supported,186.239.,"Continue to counter the East Turkistan terrorist organizations to prevent their violent activities, and assist the ordinary people being deceived and victimized by these organizations to resume their normal lives ",Pakistan,B51,Right to an effective remedy
Supported,186.239.,"Continue to counter the East Turkistan terrorist organizations to prevent their violent activities, and assist the ordinary people being deceived and victimized by these organizations to resume their normal lives ",Pakistan,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.240.,Continue to counter terrorist and ethnic separatist activities undertaken by certain individuals and groups ,Sri Lanka,B8,Human rights & counter-terrorism
Supported,186.240.,Continue to counter terrorist and ethnic separatist activities undertaken by certain individuals and groups ,Sri Lanka,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.55.,"Follow the approach it took for economic, social and cultural rights with respect to civil and political rights, including freedom of religion or belief and the right to a fair trial ",Slovakia,D1,Civil & political rights - general measures of implementation
Supported,186.55.,"Follow the approach it took for economic, social and cultural rights with respect to civil and political rights, including freedom of religion or belief and the right to a fair trial ",Slovakia,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.55.,"Follow the approach it took for economic, social and cultural rights with respect to civil and political rights, including freedom of religion or belief and the right to a fair trial ",Slovakia,D51,Administration of justice & fair trial
Supported,186.55.,"Follow the approach it took for economic, social and cultural rights with respect to civil and political rights, including freedom of religion or belief and the right to a fair trial ",Slovakia,D42,"Freedom of thought, conscience and religionAffected persons:- general"
Supported,186.56.,"Further guarantee the rights of life, education and health ",South Africa,D21,Right to life
Supported,186.56.,"Further guarantee the rights of life, education and health ",South Africa,E41,Right to health - General
Supported,186.56.,"Further guarantee the rights of life, education and health ",South Africa,E51,Right to education - GeneralAffected persons:- general
Noted,186.107.,"Continue reform towards eventual abolition of the death penalty, including greater transparency around its use ",New Zealand,D23,Death penaltyAffected persons:- general- persons deprived of their liberty
Noted,186.107., Continue towards the abolition of death penalty ,Rwanda,D23,Death penaltyAffected persons:- general- persons deprived of their liberty
Noted,186.107., Continue to work towards the full abolition of death penalty and consider adopting an immediate de facto moratorium ,Portugal,D23,Death penaltyAffected persons:- general- persons deprived of their liberty
Noted,186.107., Consider the abolition of the death penalty in its legal system  ,Argentina,D23,Death penaltyAffected persons:- general- persons deprived of their liberty
Noted,186.107.,Work towards abolition of the death penalty ,Australia,D23,Death penaltyAffected persons:- general- persons deprived of their liberty
Noted,186.107., Proceed to the establishment of a moratorium on the application of the death penalty as a first step to its definitive abolition ,Spain,D23,Death penaltyAffected persons:- general- persons deprived of their liberty
Noted,186.109.,Further reduce the offences punishable by death penalty ,Italy,D23,Death penaltyAffected persons:- general
Noted,186.109., Make further progress in the reduction of the scope of capital offences in Chinese legislation ,Bulgaria,D23,Death penaltyAffected persons:- general
Noted,186.109.,Further reduce the number of crimes carrying the death penalty and consider a moratorium and eventual abolition ,Germany,D23,Death penaltyAffected persons:- general
Noted,186.109., Continue to reduce the offences punishable by the death penalty ,Belgium,D23,Death penaltyAffected persons:- general
Noted,186.112.,Abolish the death penalty ,Namibia,D23,Death penaltyAffected persons:- general
Noted,186.113.,Establish a moratorium on the death penalty as a first step towards abolition of the death penalty ,Slovenia,D23,Death penaltyAffected persons:- general
Noted,186.114.,Consider a moratorium on the death penalty ,Chile,D23,Death penaltyAffected persons:- general
Supported,186.111.,Continue observing its national legal safeguards surrounding the application of death penalty as one of the legitimate tools of criminal justice ,Egypt,D23,Death penalty
Supported,186.111.,Continue observing its national legal safeguards surrounding the application of death penalty as one of the legitimate tools of criminal justice ,Egypt,D51,Administration of justice & fair trialAffected persons:- general
Supported,186.110.,Continue to strictly observe the stipulations on evidence used to examine and decide on cases of the death penalty and adopt stricter standards in this regard ,Algeria,D23,Death penalty
Supported,186.110.,Continue to strictly observe the stipulations on evidence used to examine and decide on cases of the death penalty and adopt stricter standards in this regard ,Algeria,D51,Administration of justice & fair trial
Supported,186.110.,Continue to strictly observe the stipulations on evidence used to examine and decide on cases of the death penalty and adopt stricter standards in this regard ,Algeria,A41,"Constitutional and legislative frameworkAffected persons:- general- judges, lawyers and prosecutors"
Noted,186.128.,Increase judicial transparency in the use of the death penalty ,Norway,D23,Death penalty
Noted,186.128.,Increase judicial transparency in the use of the death penalty ,Norway,D51,Administration of justice & fair trial
Noted,186.128.,Increase judicial transparency in the use of the death penalty ,Norway,A41,"Constitutional and legislative frameworkAffected persons:- general- judges, lawyers and prosecutors"
Noted,186.108.,Publish the figures regarding death sentences and executions ,Italy,D23,Death penalty
Noted,186.108.,Publish the figures regarding death sentences and executions ,Italy,D51,Administration of justice & fair trial
Noted,186.108.,Publish the figures regarding death sentences and executions ,Italy,A62,Statistics and indicatorsAffected persons:- general- persons deprived of their liberty
Noted,186.108., Publicize the statistics on executions ,Switzerland,D23,Death penalty
Noted,186.108., Publicize the statistics on executions ,Switzerland,D51,Administration of justice & fair trial
Noted,186.108., Publicize the statistics on executions ,Switzerland,A62,Statistics and indicatorsAffected persons:- general- persons deprived of their liberty
Noted,186.108.,"Publish official statistics on the application of the death penalty, guarantee the right to a fair defence, and introduce a procedure for pardon petitions with a view to a moratorium on execution ",France,D23,Death penalty
Noted,186.108.,"Publish official statistics on the application of the death penalty, guarantee the right to a fair defence, and introduce a procedure for pardon petitions with a view to a moratorium on execution ",France,D51,Administration of justice & fair trial
Noted,186.108.,"Publish official statistics on the application of the death penalty, guarantee the right to a fair defence, and introduce a procedure for pardon petitions with a view to a moratorium on execution ",France,A62,Statistics and indicatorsAffected persons:- general- persons deprived of their liberty
Noted,186.108., Publish or make available precise information on the identity and number of the individuals currently awaiting execution and of those who were executed in the past year ,Belgium,D23,Death penalty
Noted,186.108., Publish or make available precise information on the identity and number of the individuals currently awaiting execution and of those who were executed in the past year ,Belgium,D51,Administration of justice & fair trial
Noted,186.108., Publish or make available precise information on the identity and number of the individuals currently awaiting execution and of those who were executed in the past year ,Belgium,A62,Statistics and indicatorsAffected persons:- general- persons deprived of their liberty
Supported,186.49.,Harmonize the definition of torture contained in the national legislation with the requirements of the CAT and ensure that statements obtained under duress are not admitted in court ,Mexico,D25,"Prohibition of torture and cruel, inhuman or degrading treatment"
Supported,186.49.,Harmonize the definition of torture contained in the national legislation with the requirements of the CAT and ensure that statements obtained under duress are not admitted in court ,Mexico,D51,Administration of justice & fair trial
Supported,186.49.,Harmonize the definition of torture contained in the national legislation with the requirements of the CAT and ensure that statements obtained under duress are not admitted in court ,Mexico,A41,"Constitutional and legislative frameworkAffected persons:- judges, lawyers and prosecutors- persons deprived of their liberty"
Supported,186.51.,Effectively implement and establish the necessary institutional mechanisms to ensure the enforcement of existing laws prohibiting torture and dismissing illegally obtained evidence ,Denmark,D25,"Prohibition of torture and cruel, inhuman or degrading treatment"
Supported,186.51.,Effectively implement and establish the necessary institutional mechanisms to ensure the enforcement of existing laws prohibiting torture and dismissing illegally obtained evidence ,Denmark,D51,Administration of justice & fair trial
Supported,186.51.,Effectively implement and establish the necessary institutional mechanisms to ensure the enforcement of existing laws prohibiting torture and dismissing illegally obtained evidence ,Denmark,A41,"Constitutional and legislative frameworkAffected persons:- general- judges, lawyers and prosecutors"
Supported,186.119.,Improve further means and methods for vocational education of persons in prison in order to assist in their later integration into the society ,Belarus,D26,Conditions of detention
Supported,186.119.,Improve further means and methods for vocational education of persons in prison in order to assist in their later integration into the society ,Belarus,E54,technical and vocational educationAffected persons:- persons deprived of their liberty
Supported,186.96.,Continue to adopt appropriate measures in combating the trafficking of human beings ,Romania,D27,"Prohibition of slavery, traffickingAffected persons:- general"
Supported,186.97.,"Combat the crimes of abduction of and trafficking in women, provide women victims with physical and psychological rehabilitation services with a view to their integration into the society, continue improving the pension system covering urban and rural areas ",Mali,D27,"Prohibition of slavery, trafficking"
Supported,186.97.,"Combat the crimes of abduction of and trafficking in women, provide women victims with physical and psychological rehabilitation services with a view to their integration into the society, continue improving the pension system covering urban and rural areas ",Mali,B41,Right to development
Supported,186.97.,"Combat the crimes of abduction of and trafficking in women, provide women victims with physical and psychological rehabilitation services with a view to their integration into the society, continue improving the pension system covering urban and rural areas ",Mali,B51,Right to an effective remedy
Supported,186.97.,"Combat the crimes of abduction of and trafficking in women, provide women victims with physical and psychological rehabilitation services with a view to their integration into the society, continue improving the pension system covering urban and rural areas ",Mali,B53,Support to victims and witnesses
Supported,186.97.,"Combat the crimes of abduction of and trafficking in women, provide women victims with physical and psychological rehabilitation services with a view to their integration into the society, continue improving the pension system covering urban and rural areas ",Mali,E24,Right to social securityAffected persons:- women
Supported,186.98.,Review its sentencing policy for perpetrators of human trafficking and strengthen assistance measures to victims ,Botswana,D27,"Prohibition of slavery, trafficking"
Supported,186.98.,Review its sentencing policy for perpetrators of human trafficking and strengthen assistance measures to victims ,Botswana,D51,Administration of justice & fair trial
Supported,186.98.,Review its sentencing policy for perpetrators of human trafficking and strengthen assistance measures to victims ,Botswana,B51,"Right to an effective remedyAffected persons:- general- judges, lawyers and prosecutors"
Noted,186.116.,Abolish all forms of arbitrary and extra-judicial detention ,United Kingdom of Great Britain and Northern Ireland,D33,Arbitrary arrest and detentionAffected persons:- general- persons deprived of their liberty
Supported,186.120.,"Publish a detailed plan for the abolition of re-education camps through labour, re-stating the timeframe of this welcomed measure ",Belgium,D33,Arbitrary arrest and detentionAffected persons:- persons deprived of their liberty
Supported,186.121.,Continue to push forward the reform on re-education through labour according to China ’s national conditions and timetable ,Democratic People’s Republic of Korea,D33,Arbitrary arrest and detentionAffected persons:- persons deprived of their liberty
Supported,186.118.,"Ensure that any reformed prison or compulsory care system meets international human rights standards, and abolish system of arbitrary detention, including Re-Education Through Labour ",Sweden,D33,Arbitrary arrest and detention
Supported,186.118.,"Ensure that any reformed prison or compulsory care system meets international human rights standards, and abolish system of arbitrary detention, including Re-Education Through Labour ",Sweden,D26,Conditions of detentionAffected persons:- persons deprived of their liberty
Supported,186.123.,"Adjust and specify the applicable conditions and stipulations for the adoption of compulsory measures such as arrest, release on bail pending trial and residential surveillance ",Timor-Leste,D33,Arbitrary arrest and detention
Supported,186.123.,"Adjust and specify the applicable conditions and stipulations for the adoption of compulsory measures such as arrest, release on bail pending trial and residential surveillance ",Timor-Leste,D51,"Administration of justice & fair trialAffected persons:- general- judges, lawyers and prosecutors- persons deprived of their liberty"
Supported,186.117.,"Abolish Re-education through Labour, prevent torture, and immediately inform relatives about arrests and effective legal representation ",Germany,D33,Arbitrary arrest and detention
Supported,186.117.,"Abolish Re-education through Labour, prevent torture, and immediately inform relatives about arrests and effective legal representation ",Germany,D51,Administration of justice & fair trial
Supported,186.117.,"Abolish Re-education through Labour, prevent torture, and immediately inform relatives about arrests and effective legal representation ",Germany,D25,"Prohibition of torture and cruel, inhuman or degrading treatmentAffected persons:- persons deprived of their liberty"
Supported,186.117., Abolish the system of re-education through labour ,France,D33,Arbitrary arrest and detention
Supported,186.117., Abolish the system of re-education through labour ,France,D51,Administration of justice & fair trial
Supported,186.117., Abolish the system of re-education through labour ,France,D25,"Prohibition of torture and cruel, inhuman or degrading treatmentAffected persons:- persons deprived of their liberty"
Noted,186.122.,"Release all people in administrative detention for political reasons including bishops, priests, artists, reporters, dissidents, people working to advance human rights, and their family members, and eliminate extra-judicial measures like forced disappearances ",Canada,D33,Arbitrary arrest and detention
Noted,186.122.,"Release all people in administrative detention for political reasons including bishops, priests, artists, reporters, dissidents, people working to advance human rights, and their family members, and eliminate extra-judicial measures like forced disappearances ",Canada,H1,Human rights defenders
Noted,186.122.,"Release all people in administrative detention for political reasons including bishops, priests, artists, reporters, dissidents, people working to advance human rights, and their family members, and eliminate extra-judicial measures like forced disappearances ",Canada,D32,Enforced disappearancesAffected persons:- human rights defenders- disappeared persons- persons deprived of their liberty
Noted,186.115.,"End the use of harassment, detention, arrest, and extralegal measures such as enforced disappearance to control and silence human rights activists as well as their family members and friends ",United States of America,D33,Arbitrary arrest and detention
Noted,186.115.,"End the use of harassment, detention, arrest, and extralegal measures such as enforced disappearance to control and silence human rights activists as well as their family members and friends ",United States of America,H1,Human rights defenders
Noted,186.115.,"End the use of harassment, detention, arrest, and extralegal measures such as enforced disappearance to control and silence human rights activists as well as their family members and friends ",United States of America,D8,Rights related to marriage & family
Noted,186.115.,"End the use of harassment, detention, arrest, and extralegal measures such as enforced disappearance to control and silence human rights activists as well as their family members and friends ",United States of America,D32,Enforced disappearancesAffected persons:- human rights defenders- disappeared persons- general
Supported,186.143.,Consider possible revision of its legislation on administrative restrictions in order to provide a better protection of freedom of religion or belief ,Italy,D42,"Freedom of thought, conscience and religion"
Supported,186.143.,Consider possible revision of its legislation on administrative restrictions in order to provide a better protection of freedom of religion or belief ,Italy,A41,Constitutional and legislative framework
Supported,186.143.,Consider possible revision of its legislation on administrative restrictions in order to provide a better protection of freedom of religion or belief ,Italy,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.144.,Strengthen the human rights framework to ensure religious freedoms ,Namibia,D42,"Freedom of thought, conscience and religion"
Supported,186.144.,Strengthen the human rights framework to ensure religious freedoms ,Namibia,A41,Constitutional and legislative framework
Supported,186.144.,Strengthen the human rights framework to ensure religious freedoms ,Namibia,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.138.,"Take the necessary measures to ensure that the rights to freedom of religion, culture and expression are fully observed and protected in every administrative entity of China ",Poland,D42,"Freedom of thought, conscience and religion"
Supported,186.138.,"Take the necessary measures to ensure that the rights to freedom of religion, culture and expression are fully observed and protected in every administrative entity of China ",Poland,E7,Cultural rights
Supported,186.138.,"Take the necessary measures to ensure that the rights to freedom of religion, culture and expression are fully observed and protected in every administrative entity of China ",Poland,A42,Institutions & policies - General
Supported,186.138.,"Take the necessary measures to ensure that the rights to freedom of religion, culture and expression are fully observed and protected in every administrative entity of China ",Poland,G1,Members of minorities
Supported,186.138.,"Take the necessary measures to ensure that the rights to freedom of religion, culture and expression are fully observed and protected in every administrative entity of China ",Poland,D43,"Freedom of opinion and expressionAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.139.,Continue promoting the freedom of religious belief and safeguarding social and religious harmony among its people ,Malaysia,D42,"Freedom of thought, conscience and religion"
Supported,186.139.,Continue promoting the freedom of religious belief and safeguarding social and religious harmony among its people ,Malaysia,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.140.,Take effective measures to protect the right to freedom of religion or belief ,Austria,D42,"Freedom of thought, conscience and religion"
Supported,186.140.,Take effective measures to protect the right to freedom of religion or belief ,Austria,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.141.,Guarantees freedom of religion in respect of national unity and the territorial integrity of the country ,Comoros,D42,"Freedom of thought, conscience and religion"
Supported,186.141.,Guarantees freedom of religion in respect of national unity and the territorial integrity of the country ,Comoros,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.145.,"Improve the organization and management of, and service to pilgrimage to Saudi Arabia to provide convenience and guarantee for Muslims to complete their pilgrimage smoothly ",Saudi Arabia,D42,"Freedom of thought, conscience and religion"
Supported,186.145.,"Improve the organization and management of, and service to pilgrimage to Saudi Arabia to provide convenience and guarantee for Muslims to complete their pilgrimage smoothly ",Saudi Arabia,G1,"Members of minoritiesAffected persons:- general- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.147.,Adopt further measures to firmly crack down on cult organizations to safeguard freedom of worship and the normal religious order ,Uganda,D42,"Freedom of thought, conscience and religion"
